style,id,name,type,category,package,ini,sound_count,translation,sound
descriptive,221,keep_out,PACENOTE,LINE,RBR,Extended.ini,1,,keep_out.ogg
descriptive,223,clip,PACENOTE,LINE,RBR,Extended.ini,1,,clip.ogg
descriptive,230,minus,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,,minus.ogg
descriptive,231,minusminus,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,,minusminus.ogg
descriptive,232,plus,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,,plus.ogg
descriptive,233,plusplus,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,,plusplus.ogg
descriptive,234,early,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,,early.ogg
descriptive,235,late,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,,late.ogg
descriptive,236,easy,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,,easy.ogg
descriptive,237,much,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,,much.ogg
descriptive,238,many,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,,many.ogg
descriptive,239,very,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,,very.ogg
descriptive,240,hard,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,,hard.ogg
descriptive,241,fast,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,,fast.ogg
descriptive,242,slow,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,,slow.ogg
descriptive,243,exact,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,,exact.ogg
descriptive,244,slowing,PACENOTE,DRIVING,RBR,Extended.ini,1,,slowing.ogg
descriptive,245,directly,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,,directly.ogg
descriptive,246,light,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,,light.ogg
descriptive,247,big,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,,big.ogg
descriptive,248,small,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,,small.ogg
descriptive,249,sharp,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,,sharp.ogg
descriptive,250,round,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,,round.ogg
descriptive,251,tight,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,,tight.ogg
descriptive,252,slight,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,,slight.ogg
descriptive,253,good,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,,good.ogg
descriptive,254,bad,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,,bad.ogg
descriptive,255,narrow,PACENOTE,ROAD,RBR,Extended.ini,1,,narrow.ogg
descriptive,256,wide,PACENOTE,ROAD,RBR,Extended.ini,1,,wide.ogg
descriptive,257,straight,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,,straight.ogg
descriptive,260,uphill,PACENOTE,LINE,RBR,Extended.ini,1,,uphill.ogg
descriptive,261,downhill,PACENOTE,LINE,RBR,Extended.ini,1,,downhill.ogg
descriptive,263,longlong,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,,longlong.ogg
descriptive,264,short,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,,short.ogg
descriptive,265,shortshort,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,,shortshort.ogg
descriptive,266,gonarrow,PACENOTE,LINE,RBR,Extended.ini,1,,gonarrow.ogg
descriptive,267,gowide,PACENOTE,LINE,RBR,Extended.ini,1,,gowide.ogg
descriptive,268,slippery,PACENOTE,CAUTIONS,RBR,Extended.ini,1,,slippery.ogg
descriptive,269,slide,PACENOTE,CONDITION,RBR,Extended.ini,1,,slide.ogg
descriptive,270,understeer,PACENOTE,DRIVING,RBR,Extended.ini,1,,understeer.ogg
descriptive,271,sideways,PACENOTE,LINE,RBR,Extended.ini,1,,sideways.ogg
descriptive,272,hook,PACENOTE,LINE,RBR,Extended.ini,1,,hook.ogg
descriptive,273,draws_in,PACENOTE,DRIVING,RBR,Extended.ini,1,,draws_in.ogg
descriptive,274,very_long,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,,very_long.ogg
descriptive,275,very_short,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,,very_short.ogg
descriptive,277,slippy,PACENOTE,CAUTIONS,RBR,Extended.ini,1,,slippy.ogg
descriptive,290,muddy,PACENOTE,CONDITION,RBR,Extended.ini,1,,muddy.ogg
descriptive,291,dirty,PACENOTE,CONDITION,RBR,Extended.ini,1,,dirty.ogg
descriptive,292,bumpy,PACENOTE,CONDITION,RBR,Extended.ini,1,,bumpy.ogg
descriptive,293,cramped,PACENOTE,CONDITION,RBR,Extended.ini,1,,cramped.ogg
descriptive,294,positive,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,,positive.ogg
descriptive,295,negative,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,,negative.ogg
descriptive,296,dirt,PACENOTE,CONDITION,RBR,Extended.ini,1,,dirt.ogg
descriptive,298,opens,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,,opens.ogg
descriptive,299,fakes,PACENOTE,CAUTIONS,RBR,Extended.ini,1,,fakes.ogg
descriptive,300,bumps,PACENOTE,OBSTACLES,RBR,Extended.ini,1,,bumps.ogg
descriptive,301,hidden,PACENOTE,CAUTIONS,RBR,Extended.ini,1,,hidden.ogg
descriptive,302,blind,PACENOTE,CAUTIONS,RBR,Extended.ini,1,,blind.ogg
descriptive,303,double_caution,PACENOTE,CAUTIONS,RBR,Extended.ini,1,,double_caution.ogg
descriptive,304,triple_caution,PACENOTE,CAUTIONS,RBR,Extended.ini,1,,triple_caution.ogg
descriptive,320,gravel,PACENOTE,SURFACE,RBR,Extended.ini,1,,gravel.ogg
descriptive,321,tarmac,PACENOTE,SURFACE,RBR,Extended.ini,1,,tarmac.ogg
descriptive,322,concrete,PACENOTE,SURFACE,RBR,Extended.ini,1,,concrete.ogg
descriptive,324,grit,PACENOTE,SURFACE,RBR,Extended.ini,1,,grit.ogg
descriptive,325,snow,PACENOTE,SURFACE,RBR,Extended.ini,1,,snow.ogg
descriptive,326,onsplit,PACENOTE,SURFACE,RBR,Extended.ini,1,,onsplit.ogg
descriptive,327,icy,PACENOTE,SURFACE,RBR,Extended.ini,1,,icy.ogg
descriptive,328,rubble,PACENOTE,SURFACE,RBR,Extended.ini,1,,rubble.ogg
descriptive,329,ice,PACENOTE,SURFACE,RBR,Extended.ini,1,,ice.ogg
descriptive,330,loose_gravel,PACENOTE,SURFACE,RBR,Extended.ini,1,,loose_gravel.ogg
descriptive,340,crest,PACENOTE,OBSTACLES,RBR,Extended.ini,1,,crest.ogg
descriptive,341,hollow,PACENOTE,ROAD,RBR,Extended.ini,1,,hollow.ogg
descriptive,342,camber,PACENOTE,ROAD,RBR,Extended.ini,1,,camber.ogg
descriptive,343,reverse_camber,PACENOTE,ROAD,RBR,Extended.ini,1,,reverse_camber.ogg
descriptive,344,hole,PACENOTE,OBSTACLES,RBR,Extended.ini,1,,hole.ogg
descriptive,345,ruts,PACENOTE,CAUTIONS,RBR,Extended.ini,1,,ruts.ogg
descriptive,346,deepruts,PACENOTE,CAUTIONS,RBR,Extended.ini,1,,deepruts.ogg
descriptive,347,border,PACENOTE,CAUTIONS,RBR,Extended.ini,1,,border.ogg
descriptive,348,edge,PACENOTE,CAUTIONS,RBR,Extended.ini,1,,edge.ogg
descriptive,349,curb,PACENOTE,CAUTIONS,RBR,Extended.ini,1,,curb.ogg
descriptive,350,ditch,PACENOTE,CAUTIONS,RBR,Extended.ini,1,,ditch.ogg
descriptive,351,junction,PACENOTE,LINE,RBR,Extended.ini,1,,junction.ogg
descriptive,352,curve,PACENOTE,ROAD,RBR,Extended.ini,1,,curve.ogg
descriptive,353,turn,PACENOTE,ROAD,RBR,Extended.ini,1,,turn.ogg
descriptive,354,steep_drop,PACENOTE,CAUTIONS,RBR,Extended.ini,1,,steep_drop.ogg
descriptive,355,bad_camber,PACENOTE,ROAD,RBR,Extended.ini,1,,bad_camber.ogg
descriptive,356,shoulder,PACENOTE,CAUTIONS,RBR,Extended.ini,1,,shoulder.ogg
descriptive,357,steep_hill,PACENOTE,CAUTIONS,RBR,Extended.ini,1,,steep_hill.ogg
descriptive,358,steep_incline,PACENOTE,CAUTIONS,RBR,Extended.ini,1,,steep_incline.ogg
descriptive,359,steep_slope,PACENOTE,CAUTIONS,RBR,Extended.ini,1,,steep_slope.ogg
descriptive,361,dip,PACENOTE,OBSTACLES,RBR,Extended.ini,1,,dip.ogg
descriptive,363,drops_left,PACENOTE,ROAD,RBR,Extended.ini,1,,drops_left.ogg
descriptive,364,drops_right,PACENOTE,ROAD,RBR,Extended.ini,1,,drops_right.ogg
descriptive,365,fork_left,PACENOTE,ROAD,RBR,Extended.ini,1,,fork_left.ogg
descriptive,366,fork_right,PACENOTE,ROAD,RBR,Extended.ini,1,,fork_right.ogg
descriptive,370,fence,PACENOTE,CONSTRUCTION,RBR,Extended.ini,1,,fence.ogg
descriptive,371,wall,PACENOTE,CONSTRUCTION,RBR,Extended.ini,1,,wall.ogg
descriptive,372,house,PACENOTE,CONSTRUCTION,RBR,Extended.ini,1,,house.ogg
descriptive,373,tree,PACENOTE,OBSTACLES,RBR,Extended.ini,1,,tree.ogg
descriptive,374,stump,PACENOTE,OBSTACLES,RBR,Extended.ini,1,,stump.ogg
descriptive,375,mast,PACENOTE,CONSTRUCTION,RBR,Extended.ini,1,,mast.ogg
descriptive,376,post,PACENOTE,CONSTRUCTION,RBR,Extended.ini,1,,post.ogg
descriptive,377,island,PACENOTE,CONSTRUCTION,RBR,Extended.ini,1,,island.ogg
descriptive,378,chicane,PACENOTE,CONSTRUCTION,RBR,Extended.ini,1,,chicane.ogg
descriptive,379,stone,PACENOTE,OBSTACLES,RBR,Extended.ini,1,,stone.ogg
descriptive,380,rock,PACENOTE,OBSTACLES,RBR,Extended.ini,1,,rock.ogg
descriptive,381,tunnel,PACENOTE,OBSTACLES,RBR,Extended.ini,1,,tunnel.ogg
descriptive,382,road,PACENOTE,CONSTRUCTION,RBR,Extended.ini,1,,road.ogg
descriptive,383,walk,PACENOTE,CONSTRUCTION,RBR,Extended.ini,1,,walk.ogg
descriptive,384,rails,PACENOTE,OBSTACLES,RBR,Extended.ini,1,,rails.ogg
descriptive,385,sign,PACENOTE,OBSTACLES,RBR,Extended.ini,1,,sign.ogg
descriptive,386,bush,PACENOTE,OBSTACLES,RBR,Extended.ini,1,,bush.ogg
descriptive,387,path,PACENOTE,CONSTRUCTION,RBR,Extended.ini,1,,path.ogg
descriptive,388,water,PACENOTE,OBSTACLES,RBR,Extended.ini,1,,water.ogg
descriptive,389,puddle,PACENOTE,OBSTACLES,RBR,Extended.ini,1,,puddle.ogg
descriptive,392,left_entry_chicane,PACENOTE,LINE,RBR,Extended.ini,1,,left_entry_chicane.ogg
descriptive,393,right_entry_chicane,PACENOTE,LINE,RBR,Extended.ini,1,,right_entry_chicane.ogg
descriptive,399,roundabout,PACENOTE,CONSTRUCTION,RBR,Extended.ini,1,,roundabout.ogg
descriptive,400,through,PACENOTE,PREPOSITIONS,RBR,Extended.ini,1,,through.ogg
descriptive,401,after,PACENOTE,PREPOSITIONS,RBR,Extended.ini,1,,after.ogg
descriptive,402,near,PACENOTE,PREPOSITIONS,RBR,Extended.ini,1,,near.ogg
descriptive,403,on,PACENOTE,PREPOSITIONS,RBR,Extended.ini,1,,on.ogg
descriptive,404,until,PACENOTE,PREPOSITIONS,RBR,Extended.ini,1,,until.ogg
descriptive,405,at,PACENOTE,PREPOSITIONS,RBR,Extended.ini,1,,at.ogg
descriptive,406,before,PACENOTE,PREPOSITIONS,RBR,Extended.ini,1,,before.ogg
descriptive,407,over,PACENOTE,PREPOSITIONS,RBR,Extended.ini,1,,over.ogg
descriptive,408,in,PACENOTE,PREPOSITIONS,RBR,Extended.ini,1,,in.ogg
descriptive,409,behind,PACENOTE,PREPOSITIONS,RBR,Extended.ini,1,,behind.ogg
descriptive,410,for,PACENOTE,PREPOSITIONS,RBR,Extended.ini,1,,for.ogg
descriptive,411,inside,PACENOTE,PREPOSITIONS,RBR,Extended.ini,1,,inside.ogg
descriptive,412,outside,PACENOTE,PREPOSITIONS,RBR,Extended.ini,1,,outside.ogg
descriptive,430,done,PACENOTE,LINKS,RBR,Extended.ini,1,,done.ogg
descriptive,431,stop,PACENOTE,LINKS,RBR,Extended.ini,1,,stop.ogg
descriptive,432,line,PACENOTE,LINE,RBR,Extended.ini,1,,line.ogg
descriptive,443,wooden_fence,PACENOTE,CONSTRUCTION,RBR,Extended.ini,1,,wooden_fence.ogg
descriptive,540,onto_gravel,PACENOTE,SURFACE,RBR,Extended.ini,1,,onto_gravel.ogg
descriptive,541,onto_tarmac,PACENOTE,SURFACE,RBR,Extended.ini,1,,onto_tarmac.ogg
descriptive,542,onto_concrete,PACENOTE,SURFACE,RBR,Extended.ini,1,,onto_concrete.ogg
descriptive,544,onto_grit,PACENOTE,SURFACE,RBR,Extended.ini,1,,onto_grit.ogg
descriptive,545,onto_snow,PACENOTE,SURFACE,RBR,Extended.ini,1,,onto_snow.ogg
descriptive,546,wet,PACENOTE,CONDITION,RBR,Extended.ini,1,,wet.ogg
descriptive,547,dry,PACENOTE,CONDITION,RBR,Extended.ini,1,,dry.ogg
descriptive,548,damp,PACENOTE,CONDITION,RBR,Extended.ini,1,,damp.ogg
descriptive,549,hold,PACENOTE,LINE,RBR,Extended.ini,1,,hold.ogg
descriptive,550,take_speed,PACENOTE,DRIVING,RBR,Extended.ini,1,,take_speed.ogg
descriptive,551,l_foot_braking,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,,l_foot_braking.ogg
descriptive,552,grip_off,PACENOTE,CONDITION,RBR,Extended.ini,1,,grip_off.ogg
descriptive,553,grip,PACENOTE,CONDITION,RBR,Extended.ini,1,,grip.ogg
descriptive,554,good_grip,PACENOTE,CONDITION,RBR,Extended.ini,1,,good_grip.ogg
descriptive,555,to_sight_distance,PACENOTE,LINE,RBR,Extended.ini,1,,to_sight_distance.ogg
descriptive,556,split_time,PACENOTE,LINKS,RBR,Extended.ini,1,,split_time.ogg
descriptive,557,entry,PACENOTE,LINE,RBR,Extended.ini,1,,entry.ogg
descriptive,2001,tightens6,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,,tightens6.ogg
descriptive,2002,tightens5,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,,tightens5.ogg
descriptive,2003,tightens4,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,,tightens4.ogg
descriptive,2004,tightens3,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,,tightens3.ogg
descriptive,2005,tightens2,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,,tightens2.ogg
descriptive,2006,tightens1,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,,tightens1.ogg
descriptive,2008,tosix,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,,6.ogg
descriptive,2009,tofive,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,,5.ogg
descriptive,2010,tofour,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,,4.ogg
descriptive,2011,tothree,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,,3.ogg
descriptive,2012,totwo,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,,two_de.ogg
descriptive,2013,toone,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,,1.ogg
descriptive,2015,tightenslate,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,,tightenslate.ogg
descriptive,2018,openstightens,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,,openstightens.ogg
descriptive,2019,tightensopens,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,,tightensopens.ogg
descriptive,2021,care_in,PACENOTE,CAUTIONS,RBR,Extended.ini,1,,carein.ogg
descriptive,2022,care_out,PACENOTE,CAUTIONS,RBR,Extended.ini,1,,careout.ogg
descriptive,2029,continuesovercrest,PACENOTE,OBSTACLES,RBR,Extended.ini,1,,continuesovercrest.ogg
descriptive,2106,jumpfull,PACENOTE,OBSTACLES,RBR,Extended.ini,1,,jumpfull.ogg
descriptive,2108,overjump,PACENOTE,OBSTACLES,RBR,Extended.ini,1,,overjump.ogg
descriptive,2109,smallcrest,PACENOTE,OBSTACLES,RBR,Extended.ini,1,,smallcrest.ogg
reversed,-1,180,RANGE,EXTENDED,RBR,Extended.ini,1,180,180.ogg
reversed,-1,cut,PACENOTE,MODIFIER,RBR,Extended.ini,1,,cut.ogg
reversed,-1,60,RANGE,EXTENDED,RBR,Extended.ini,1,60,60.ogg
reversed,-1,300,RANGE,EXTENDED,RBR,Extended.ini,1,300,300.ogg
reversed,-1,500,RANGE,EXTENDED,RBR,Extended.ini,1,500,500.ogg
reversed,-1,onto,PACENOTE,LINKS,RBR,Extended.ini,1,,onto.ogg
reversed,-1,and,PACENOTE,LINKS,RBR,Extended.ini,1,,and.ogg
reversed,-1,900,RANGE,EXTENDED,RBR,Extended.ini,1,900,900.ogg
reversed,-1,150,RANGE,EXTENDED,RBR,Extended.ini,1,150,150.ogg
reversed,-1,caution_water,PACENOTE,CAUTIONS,RBR,Extended.ini,1,,caution_water.ogg
reversed,-1,600,RANGE,EXTENDED,RBR,Extended.ini,1,600,600.ogg
reversed,-1,100,RANGE,EXTENDED,RBR,Extended.ini,1,100,100.ogg
reversed,-1,50,RANGE,EXTENDED,RBR,Extended.ini,1,50,50.ogg
reversed,-1,80,RANGE,EXTENDED,RBR,Extended.ini,1,80,80.ogg
reversed,-1,30,RANGE,EXTENDED,RBR,Extended.ini,1,30,30.ogg
reversed,-1,tightensbad,PACENOTE,MODIFIER,RBR,Extended.ini,1,,tightensbad.ogg
reversed,-1,140,RANGE,EXTENDED,RBR,Extended.ini,1,140,140.ogg
reversed,-1,wideout,PACENOTE,MODIFIER,RBR,Extended.ini,1,,wideout.ogg
reversed,-1,into,PACENOTE,LINKS,RBR,Extended.ini,1,,into.ogg
reversed,-1,350,RANGE,EXTENDED,RBR,Extended.ini,1,350,350.ogg
reversed,-1,maybe,PACENOTE,MODIFIER,RBR,Extended.ini,1,,maybe.ogg
reversed,-1,1000,RANGE,EXTENDED,RBR,Extended.ini,1,1000,1000.ogg
reversed,-1,700,RANGE,EXTENDED,RBR,Extended.ini,1,700,700.ogg
reversed,-1,long,PACENOTE,MODIFIER,RBR,Extended.ini,1,,long.ogg
reversed,-1,120,RANGE,EXTENDED,RBR,Extended.ini,1,120,120.ogg
reversed,-1,400,RANGE,EXTENDED,RBR,Extended.ini,1,400,400.ogg
reversed,-1,450,RANGE,EXTENDED,RBR,Extended.ini,1,450,450.ogg
reversed,-1,200,RANGE,EXTENDED,RBR,Extended.ini,1,200,200.ogg
reversed,-1,dontcut,PACENOTE,MODIFIER,RBR,Extended.ini,1,,dontcut.ogg
reversed,-1,narrows,PACENOTE,MODIFIER,RBR,Extended.ini,1,,narrows.ogg
reversed,-1,250,RANGE,EXTENDED,RBR,Extended.ini,1,250,250.ogg
reversed,-1,160,RANGE,EXTENDED,RBR,Extended.ini,1,160,160.ogg
reversed,-1,800,RANGE,EXTENDED,RBR,Extended.ini,1,800,800.ogg
reversed,-1,40,RANGE,EXTENDED,RBR,Extended.ini,1,40,40.ogg
reversed,-1,70,RANGE,EXTENDED,RBR,Extended.ini,1,70,70.ogg
reversed,-1,tightens,PACENOTE,MODIFIER,RBR,Extended.ini,1,,tightens.ogg
reversed,0,one_left,PACENOTE,CORNERS,RBR,Numeric.ini,1,,hairpin_left.ogg
reversed,1,square_left,PACENOTE,CORNERS,RBR,Numeric.ini,1,,left_two_de.ogg
reversed,2,three_left,PACENOTE,CORNERS,RBR,Numeric.ini,1,,left_three.ogg
reversed,3,four_left,PACENOTE,CORNERS,RBR,Numeric.ini,1,,left_four.ogg
reversed,4,five_left,PACENOTE,CORNERS,RBR,Numeric.ini,1,,left_five.ogg
reversed,5,six_left,PACENOTE,CORNERS,RBR,Numeric.ini,1,,left_six.ogg
reversed,6,six_right,PACENOTE,CORNERS,RBR,Numeric.ini,1,,right_six.ogg
reversed,7,five_right,PACENOTE,CORNERS,RBR,Numeric.ini,1,,right_five.ogg
reversed,8,four_right,PACENOTE,CORNERS,RBR,Numeric.ini,1,,right_four.ogg
reversed,9,three_right,PACENOTE,CORNERS,RBR,Numeric.ini,1,,right_three.ogg
