style,id,name,type,category,package,ini,sound_count,translation,sound,popularity,error
numeric,10,90_right,PACENOTE,CORNERS,RBR,Descriptive.ini,4,2 Right,two_right3.ogg,0.73,
numeric,10,90_right,PACENOTE,CORNERS,RBR,Descriptive.ini,4,2 Right,two_right4.ogg,0.73,
numeric,11,hairpinright,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Hairpin Right,hp_right1.ogg,0.6,
numeric,11,hairpinright,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Hairpin Right,hp_right2.ogg,0.6,
numeric,11,hairpinright,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Hairpin Right,hp_right3.ogg,0.6,
numeric,11,hairpinright,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Hairpin Right,hp_right4.ogg,0.6,
numeric,12,twisty,PACENOTE,LINE,RBR,Extended.ini,2,Twisty,twisty1.ogg,0.32,
numeric,12,twisty,PACENOTE,LINE,RBR,Extended.ini,2,Twisty,twisty2.ogg,0.32,
numeric,14,narrows,PACENOTE,ADDITIONAL,RBR,Extended.ini,3,Narrows,narrows1.ogg,0.32,
numeric,14,narrows,PACENOTE,ADDITIONAL,RBR,Extended.ini,3,Narrows,narrows2.ogg,0.32,
numeric,14,narrows,PACENOTE,ADDITIONAL,RBR,Extended.ini,3,Narrows,narrows3.ogg,0.32,
numeric,15,wideout,PACENOTE,ADDITIONAL,RBR,Extended.ini,3,Wideout,wideout1.ogg,0.09,
numeric,15,wideout,PACENOTE,ADDITIONAL,RBR,Extended.ini,3,Wideout,wideout2.ogg,0.09,
numeric,15,wideout,PACENOTE,ADDITIONAL,RBR,Extended.ini,3,Wideout,wideout3.ogg,0.09,
numeric,16,overcrest,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Over Crest (With link),over_crest1.ogg,0.82,
numeric,16,overcrest,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Over Crest (With link),over_crest2.ogg,0.82,
numeric,17,ford,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Water,water1.ogg,0.1,
numeric,17,ford,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Water,water2.ogg,0.1,
numeric,18,care,PACENOTE,CAUTIONS,RBR,Extended.ini,3,Care (With Link),care1.ogg,0.49,
numeric,18,care,PACENOTE,CAUTIONS,RBR,Extended.ini,3,Care (With Link),care2.ogg,0.49,
numeric,18,care,PACENOTE,CAUTIONS,RBR,Extended.ini,3,Care (With Link),care3.ogg,0.49,
numeric,19,bump,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Bump,bump1.ogg,0.53,
numeric,19,bump,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Bump,bump2.ogg,0.53,
numeric,20,jump,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Jump,jump1.ogg,0.54,
numeric,20,jump,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Jump,jump2.ogg,0.54,
numeric,22,finish,PACENOTE,LINKS,RBR,Extended.ini,4,Finish,finish1.ogg,1.0,
numeric,22,finish,PACENOTE,LINKS,RBR,Extended.ini,4,Finish,finish2.ogg,1.0,
numeric,22,finish,PACENOTE,LINKS,RBR,Extended.ini,4,Finish,finish3.ogg,1.0,
numeric,22,finish,PACENOTE,LINKS,RBR,Extended.ini,4,Finish,finish4.ogg,1.0,
numeric,25,flatright,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Flat Right,flat_right1.ogg,0.59,
numeric,25,flatright,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Flat Right,flat_right2.ogg,0.59,
numeric,25,flatright,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Flat Right,flat_right3.ogg,0.59,
numeric,25,flatright,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Flat Right,flat_right4.ogg,0.59,
numeric,26,flatleft,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Flat Left,flat_left1.ogg,0.59,
numeric,26,flatleft,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Flat Left,flat_left2.ogg,0.59,
numeric,26,flatleft,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Flat Left,flat_left3.ogg,0.59,
numeric,26,flatleft,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Flat Left,flat_left4.ogg,0.59,
numeric,27,bridge,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Bridge,bridge1.ogg,0.34,
numeric,27,bridge,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Bridge,bridge2.ogg,0.34,
numeric,28,gostraight,PACENOTE,LINE,RBR,Extended.ini,2,Go Straight,go_straight1.ogg,0.23,
numeric,28,gostraight,PACENOTE,LINE,RBR,Extended.ini,2,Go Straight,go_straight2.ogg,0.23,
numeric,29,keepright,PACENOTE,LINE,RBR,Extended.ini,2,Keep Right,keep_right1.ogg,0.46,
numeric,29,keepright,PACENOTE,LINE,RBR,Extended.ini,2,Keep Right,keep_right2.ogg,0.46,
numeric,30,keepleft,PACENOTE,LINE,RBR,Extended.ini,2,Keep Left,keep_left1.ogg,0.44,
numeric,30,keepleft,PACENOTE,LINE,RBR,Extended.ini,2,Keep Left,keep_left2.ogg,0.44,
numeric,31,keepmiddle,PACENOTE,LINE,RBR,Extended.ini,2,Keep Middle,keep_middle1.ogg,0.45,
numeric,31,keepmiddle,PACENOTE,LINE,RBR,Extended.ini,2,Keep Middle,keep_middle2.ogg,0.45,
numeric,32,caution,PACENOTE,CAUTIONS,RBR,Extended.ini,3,Caution (With Link),caution1.ogg,0.56,
numeric,32,caution,PACENOTE,CAUTIONS,RBR,Extended.ini,3,Caution (With Link),caution2.ogg,0.56,
numeric,32,caution,PACENOTE,CAUTIONS,RBR,Extended.ini,3,Caution (With Link),caution3.ogg,0.56,
numeric,102,two_left,PACENOTE,CORNERS,RBR,Descriptive.ini,4,1 Left,one_left1.ogg,0.02,
numeric,102,two_left,PACENOTE,CORNERS,RBR,Descriptive.ini,4,1 Left,one_left2.ogg,0.02,
numeric,102,two_left,PACENOTE,CORNERS,RBR,Descriptive.ini,4,1 Left,one_left3.ogg,0.02,
numeric,102,two_left,PACENOTE,CORNERS,RBR,Descriptive.ini,4,1 Left,one_left4.ogg,0.02,
numeric,112,two_right,PACENOTE,CORNERS,RBR,Descriptive.ini,4,1 Right,one_right1.ogg,0.02,
numeric,112,two_right,PACENOTE,CORNERS,RBR,Descriptive.ini,4,1 Right,one_right2.ogg,0.02,
numeric,112,two_right,PACENOTE,CORNERS,RBR,Descriptive.ini,4,1 Right,one_right3.ogg,0.02,
numeric,112,two_right,PACENOTE,CORNERS,RBR,Descriptive.ini,4,1 Right,one_right4.ogg,0.02,
numeric,120,left,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Left,left1.ogg,-1,
numeric,120,left,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Left,left2.ogg,-1,
numeric,120,left,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Left,left3.ogg,-1,
numeric,120,left,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Left,left4.ogg,-1,
numeric,121,right,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Right,right1.ogg,-1,
numeric,121,right,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Right,right2.ogg,-1,
numeric,121,right,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Right,right3.ogg,-1,
numeric,121,right,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Right,right4.ogg,-1,
numeric,122,niu_right_into,PACENOTE,CORNERS,RBR,Descriptive.ini,4,,right1.ogg,-1,
numeric,122,niu_right_into,PACENOTE,CORNERS,RBR,Descriptive.ini,4,,right2.ogg,-1,
numeric,122,niu_right_into,PACENOTE,CORNERS,RBR,Descriptive.ini,4,,right3.ogg,-1,
numeric,122,niu_right_into,PACENOTE,CORNERS,RBR,Descriptive.ini,4,,right4.ogg,-1,
numeric,123,niu_left_into,PACENOTE,CORNERS,RBR,Descriptive.ini,3,,left1.ogg,-1,
numeric,123,niu_left_into,PACENOTE,CORNERS,RBR,Descriptive.ini,3,,left2.ogg,-1,
numeric,123,niu_left_into,PACENOTE,CORNERS,RBR,Descriptive.ini,3,,left3.ogg,-1,
numeric,124,right_left,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Right-Left,right_left1.ogg,-1,
numeric,124,right_left,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Right-Left,right_left2.ogg,-1,
numeric,124,right_left,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Right-Left,right_left3.ogg,-1,
numeric,124,right_left,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Right-Left,right_left4.ogg,-1,
numeric,125,left_right,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Left-Right,left_right1.ogg,-1,
numeric,125,left_right,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Left-Right,left_right2.ogg,-1,
numeric,125,left_right,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Left-Right,left_right3.ogg,-1,
numeric,125,left_right,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Left-Right,left_right4.ogg,-1,
numeric,126,right_around,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Right Around,right_around1.ogg,-1,
numeric,126,right_around,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Right Around,right_around2.ogg,-1,
numeric,126,right_around,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Right Around,right_around3.ogg,-1,
numeric,126,right_around,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Right Around,right_around4.ogg,-1,
numeric,127,left_around,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Left Around,left_around1.ogg,-1,
