style,id,name,type,category,package,ini,sound_count,translation,sound
numeric,26,flat_left,PACENOTE,CORNERS,RBR,Numeric.ini,2,Flat Left,vasen_tays2.ogg
numeric,27,bridge,PACENOTE,OBSTACLES,RBR,Extended.ini,1,Bridge,silta.ogg
numeric,28,gostraight,PACENOTE,LINE,RBR,Extended.ini,1,Go Straight,suoraan.ogg
numeric,29,keepright,PACENOTE,LINE,RBR,Extended.ini,1,Keep Right,oikee_laita.ogg
numeric,30,keepleft,PACENOTE,LINE,RBR,Extended.ini,1,Keep Left,vasen_laita.ogg
numeric,31,keepmiddle,PACENOTE,LINE,RBR,Extended.ini,2,Keep Middle,keskelta1.ogg
numeric,31,keepmiddle,PACENOTE,LINE,RBR,Extended.ini,2,Keep Middle,keskelta2.ogg
numeric,32,caution,PACENOTE,CAUTIONS,RBR,Extended.ini,1,Caution,huomio.ogg
numeric,102,two_left,PACENOTE,CORNERS,RBR,Numeric.ini,2,1 Left,vasen_yks1.ogg
numeric,102,two_left,PACENOTE,CORNERS,RBR,Numeric.ini,2,1 Left,vasen_yks2.ogg
numeric,112,two_right,PACENOTE,CORNERS,RBR,Numeric.ini,2,1 Right,oikee_yks1.ogg
numeric,112,two_right,PACENOTE,CORNERS,RBR,Numeric.ini,2,1 Right,oikee_yks2.ogg
numeric,200,over_bridge,PACENOTE,OBSTACLES,RBR,Extended.ini,1,SILLAN YLI,silta.ogg
numeric,201,over_rails,PACENOTE,OBSTACLES,RBR,Extended.ini,1,RAITEIDEN YLI,raiteet.ogg
numeric,202,over_railway,PACENOTE,OBSTACLES,RBR,Extended.ini,1,RAITEIDEN YLI,raiteet.ogg
numeric,212,fullcut,PACENOTE,LINE,RBR,Extended.ini,1,Full Cut,leikkaa.ogg
numeric,217,brake,PACENOTE,CAUTIONS,RBR,Extended.ini,2,Brake,jarru1.ogg
numeric,217,brake,PACENOTE,CAUTIONS,RBR,Extended.ini,2,Brake,jarru2.ogg
numeric,220,keep_in,PACENOTE,LINE,RBR,Extended.ini,1,Keep In,pida1.ogg
numeric,220,keep_in,PACENOTE,LINE,RBR,Extended.ini,1,Keep In,pida2.ogg
numeric,221,keep_out,PACENOTE,LINE,RBR,Extended.ini,1,Keep Out,ulkoo.ogg
numeric,230,minus,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,Minus,miinus.ogg
numeric,232,plus,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,Plus,plus.ogg
numeric,234,early,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,Early,alussa.ogg
numeric,235,late,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,Late,lopussa.ogg
numeric,236,easy,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,Easy,helppo1.ogg
numeric,240,hard,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Hard,paha1.ogg
numeric,240,hard,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Hard,paha2.ogg
numeric,249,sharp,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Sharp,terava1.ogg
numeric,249,sharp,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Sharp,terava2.ogg
numeric,250,round,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,Round,pyoree.ogg
numeric,251,tight,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,Tight,ahdas.ogg
numeric,260,uphill,PACENOTE,LINE,RBR,Extended.ini,2,Up,ylos1.ogg
numeric,260,uphill,PACENOTE,LINE,RBR,Extended.ini,2,Up,ylos2.ogg
numeric,261,downhill,PACENOTE,LINE,RBR,Extended.ini,2,Down,alas1.ogg
numeric,261,downhill,PACENOTE,LINE,RBR,Extended.ini,2,Down,alas2.ogg
numeric,263,longlong,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,Very Long,tosi_pitka.ogg
numeric,264,short,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,Short,lyhyt.ogg
numeric,268,slippery,PACENOTE,CAUTIONS,RBR,Extended.ini,1,Slippy,liukas.ogg
numeric,274,very_long,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,Very Long,tosi_pitka.ogg
numeric,277,slippy,PACENOTE,CAUTIONS,RBR,Extended.ini,1,,liukas.ogg
numeric,298,opens,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,Opens,aukee1.ogg
numeric,299,fakes,PACENOTE,CAUTIONS,RBR,Extended.ini,1,Deceptive,hamaa.ogg
numeric,300,bumps,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Bumps,pomppuja1.ogg
numeric,300,bumps,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Bumps,pomppuja2.ogg
numeric,303,double_caution,PACENOTE,CAUTIONS,RBR,Extended.ini,1,Danger,huomio_huomio.ogg
numeric,304,triple_caution,PACENOTE,CAUTIONS,RBR,Extended.ini,1,TRIPLE CAUTION,huomio_huomio.ogg
numeric,320,gravel,PACENOTE,SURFACE,RBR,Extended.ini,1,Gravel,soralle.ogg
numeric,321,tarmac,PACENOTE,SURFACE,RBR,Extended.ini,1,Tarmac,asfaltille.ogg
numeric,322,concrete,PACENOTE,SURFACE,RBR,Extended.ini,1,Concrete,betonille.ogg
numeric,325,snow,PACENOTE,SURFACE,RBR,Extended.ini,1,Snow,lumelle.ogg
numeric,340,crest,PACENOTE,OBSTACLES,RBR,Extended.ini,1,Crest,nyppy.ogg
numeric,344,hole,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Hole,reika1.ogg
numeric,344,hole,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Hole,reika2.ogg
numeric,345,ruts,PACENOTE,CAUTIONS,RBR,Extended.ini,1,Ruts,urat.ogg
numeric,346,deepruts,PACENOTE,CAUTIONS,RBR,Extended.ini,1,DEEP RUTS,urat.ogg
numeric,351,junction,PACENOTE,LINE,RBR,Extended.ini,2,Junction,risteys1.ogg
numeric,351,junction,PACENOTE,LINE,RBR,Extended.ini,2,Junction,risteys2.ogg
numeric,361,dip,PACENOTE,OBSTACLES,RBR,Extended.ini,1,Dip,notko.ogg
numeric,381,tunnel,PACENOTE,OBSTACLES,RBR,Extended.ini,1,Tunnel,tunneli.ogg
numeric,384,rails,PACENOTE,OBSTACLES,RBR,Extended.ini,1,Rails,raiteet.ogg
numeric,388,water,PACENOTE,OBSTACLES,RBR,Extended.ini,1,VETTÄ,vetta.ogg
numeric,389,puddle,PACENOTE,OBSTACLES,RBR,Extended.ini,1,LÄTÄKKÖ,vetta.ogg
numeric,392,left_entry_chicane,PACENOTE,LINE,RBR,Extended.ini,1,Left Entry Chicane,shikaani_vasemmalta.ogg
numeric,393,right_entry_chicane,PACENOTE,LINE,RBR,Extended.ini,1,Right Entry Chicane,shikaani_oikeelta.ogg
numeric,411,inside,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,Inside,sisalla.ogg
numeric,412,outside,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,Outside,ulkona.ogg
numeric,540,onto_gravel,PACENOTE,SURFACE,RBR,Extended.ini,1,On Gravel,soralle.ogg
numeric,541,onto_tarmac,PACENOTE,SURFACE,RBR,Extended.ini,1,On Tarmac,asfaltille.ogg
numeric,542,onto_concrete,PACENOTE,SURFACE,RBR,Extended.ini,1,On Concrete,betonille.ogg
numeric,545,onto_snow,PACENOTE,SURFACE,RBR,Extended.ini,1,On Snow,lumelle.ogg
numeric,549,hold,PACENOTE,LINE,RBR,Extended.ini,2,Hold,pida1.ogg
numeric,549,hold,PACENOTE,LINE,RBR,Extended.ini,2,Hold,pida2.ogg
numeric,551,l_foot_braking,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,Tie,sido.ogg
numeric,2001,tightenstosix,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,Tightens 6,kirraa_kuueks.ogg
numeric,2002,tightenstofive,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,Tightens 5,kirraa_viieks.ogg
numeric,2003,tightenstofour,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,Tightens 4,kirraa_neljaks.ogg
numeric,2004,tightenstothree,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,Tightens 3,kirraa_kolmeks.ogg
numeric,2005,tightenstotwo,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,Tightens 2,kirraa_kaheks.ogg
numeric,2006,tightenstoone,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,Tightens 1,kirraa_yheks.ogg
numeric,2007,tightenstoacute,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,Tightens HP,kirraa_tiukaks.ogg
numeric,2008,tosix,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,6,_kuueks.ogg
numeric,2009,tofive,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,5,_viieks.ogg
numeric,2010,tofour,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,4,_neljaks.ogg
numeric,2011,tothree,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,3,_kolmeks.ogg
numeric,2012,totwo,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,2,_kaheks.ogg
numeric,2013,toone,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,1,_yheks.ogg
numeric,2014,toacute,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,HP,_tiukaks.ogg
numeric,2015,tightenslate,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,Tightens Late,kirraa_lopussa.ogg
numeric,2016,dontcutearly,PACENOTE,LINE,RBR,Extended.ini,1,Don't Cut Early,ala_alussa.ogg
numeric,2017,dontcutlate,PACENOTE,LINE,RBR,Extended.ini,1,Don't Cut Late,ala_lopussa.ogg
numeric,2018,openstightens,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,Opens Tightens,aukee_kirraa.ogg
numeric,2019,tightensopens,PACENOTE,ADJECTIVES,RBR,Extended.ini,1,Tightens Opens,kirraa_aukee.ogg
numeric,2020,roiku,PACENOTE,LINE,RBR,Extended.ini,1,Hang,roiku.ogg
numeric,2021,carein,PACENOTE,CAUTIONS,RBR,Extended.ini,1,Care In,varo_sisalla.ogg
numeric,2022,careout,PACENOTE,CAUTIONS,RBR,Extended.ini,1,Care Out,varo_ulkona.ogg
numeric,2023,hae,PACENOTE,LINE,RBR,Extended.ini,2,Line,hae1.ogg
numeric,2023,hae,PACENOTE,LINE,RBR,Extended.ini,2,Line,hae2.ogg
numeric,2024,todip,PACENOTE,OBSTACLES,RBR,Extended.ini,1,TODIP,notko.ogg
numeric,2029,continuesovercrest,PACENOTE,OBSTACLES,RBR,Extended.ini,1,Continues Over Crest,jatkuu_yli_nypyn.ogg
numeric,2030,immediate,PACENOTE,LINKS,RBR,Extended.ini,2,Immediate,heti1.ogg
numeric,2030,immediate,PACENOTE,LINKS,RBR,Extended.ini,2,Immediate,heti2.ogg
numeric,2100,vasemmalta,PACENOTE,LINE,RBR,Extended.ini,1,Keep Left,vasen_laita.ogg
numeric,2101,oikeelta,PACENOTE,LINE,RBR,Extended.ini,1,Keep Right,oikee_laita.ogg
numeric,2102,double,PACENOTE,ADDITIONAL,RBR,Extended.ini,3,Double,tupla1.ogg
numeric,2102,double,PACENOTE,ADDITIONAL,RBR,Extended.ini,3,Double,tupla2.ogg
numeric,2102,double,PACENOTE,ADDITIONAL,RBR,Extended.ini,3,Double,tupla3.ogg
numeric,2103,half_long,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,Half Long,puolipitka1.ogg
numeric,2105,to_finish,PACENOTE,LINKS,RBR,Extended.ini,1,To Finish,maaliin1.ogg
numeric,2106,jump_flat,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Jump Flat,hyppytays1.ogg
numeric,2106,jump_flat,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Jump Flat,hyppytays2.ogg
numeric,2107,jump_bind,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Jump Tie,hyppysido1.ogg
numeric,2107,jump_bind,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Jump Tie,hyppysido2.ogg
numeric,2108,over_jump,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Over Jump,hypynyli1.ogg
numeric,2108,over_jump,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Over Jump,hypynyli2.ogg
numeric,2109,small_crest,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Small Crest,pikkunyppy1.ogg
numeric,2109,small_crest,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Small Crest,pikkunyppy2.ogg
reversed,-1,200,RANGE,EXTENDED,RBR,Extended.ini,1,200,200_1.ogg
reversed,-1,50,RANGE,EXTENDED,RBR,Extended.ini,1,50,50_1.ogg
reversed,-1,30,RANGE,EXTENDED,RBR,Extended.ini,1,30,30_1.ogg
reversed,-1,maybe,PACENOTE,MODIFIER,RBR,Extended.ini,1,Maybe,ehka1.ogg
reversed,-1,maybe,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,Maybe,ehka1.ogg
reversed,-1,maybe,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,Maybe,ehka2.ogg
reversed,-1,800,RANGE,EXTENDED,RBR,Extended.ini,1,800,800.ogg
reversed,-1,180,RANGE,EXTENDED,RBR,Extended.ini,1,180,180_1.ogg
reversed,-1,long,PACENOTE,MODIFIER,RBR,Extended.ini,1,Long,pitka.ogg
reversed,-1,100,RANGE,EXTENDED,RBR,Extended.ini,1,100,100_1.ogg
reversed,-1,60,RANGE,EXTENDED,RBR,Extended.ini,1,60,60_1.ogg
reversed,-1,wideout,PACENOTE,MODIFIER,RBR,Extended.ini,1,Widens,levenee.ogg
reversed,-1,400,RANGE,EXTENDED,RBR,Extended.ini,1,400,400_1.ogg
reversed,-1,tightensbad,PACENOTE,ADJECTIVES,RBR,Extended.ini,2,Tightens Bad,kirraa_kirraa.ogg
reversed,-1,tightensbad,PACENOTE,ADJECTIVES,RBR,Extended.ini,2,Tightens Bad,kirraa_kirraa_2.ogg
reversed,-1,120,RANGE,EXTENDED,RBR,Extended.ini,1,120,120_1.ogg
reversed,-1,dontcut,PACENOTE,MODIFIER,RBR,Extended.ini,1,Don't Cut,ala.ogg
reversed,-1,into,PACENOTE,LINKS,RBR,Extended.ini,2,Into,into1.ogg
reversed,-1,into,PACENOTE,LINKS,RBR,Extended.ini,2,Into,into2.ogg
reversed,-1,700,RANGE,EXTENDED,RBR,Extended.ini,1,700,700.ogg
reversed,-1,40,RANGE,EXTENDED,RBR,Extended.ini,1,40,40_1.ogg
reversed,-1,narrows,PACENOTE,MODIFIER,RBR,Extended.ini,1,Narrows,sumppu.ogg
reversed,-1,350,RANGE,EXTENDED,RBR,Extended.ini,1,350,350_1.ogg
reversed,-1,450,RANGE,EXTENDED,RBR,Extended.ini,1,450,450_1.ogg
reversed,-1,cut,PACENOTE,MODIFIER,RBR,Extended.ini,1,Cut,sisalta.ogg
reversed,-1,160,RANGE,EXTENDED,RBR,Extended.ini,1,160,160_1.ogg
reversed,-1,500,RANGE,EXTENDED,RBR,Extended.ini,1,500,500_1.ogg
reversed,-1,80,RANGE,EXTENDED,RBR,Extended.ini,1,80,80_1.ogg
reversed,-1,and,PACENOTE,LINKS,RBR,Extended.ini,2,And,jatkuu1.ogg
reversed,-1,and,PACENOTE,LINKS,RBR,Extended.ini,2,And,jatkuu2.ogg
reversed,-1,140,RANGE,EXTENDED,RBR,Extended.ini,1,140,140_1.ogg
reversed,-1,onto,PACENOTE,LINKS,RBR,Extended.ini,1,Onto,onto.ogg
reversed,-1,70,RANGE,EXTENDED,RBR,Extended.ini,1,70,70_1.ogg
reversed,-1,150,RANGE,EXTENDED,RBR,Extended.ini,1,150,150_1.ogg
reversed,-1,tightens,PACENOTE,MODIFIER,RBR,Extended.ini,1,Tightens,kirraa1.ogg
reversed,-1,tightensbad,PACENOTE,MODIFIER,RBR,Extended.ini,2,Double Tightens,kirraa_kirraa.ogg
reversed,-1,tightensbad,PACENOTE,MODIFIER,RBR,Extended.ini,2,Double Tightens,kirraa_kirraa_2.ogg
reversed,-1,600,RANGE,EXTENDED,RBR,Extended.ini,1,600,600.ogg
reversed,-1,caution_water,PACENOTE,CAUTIONS,RBR,Extended.ini,1,Caution Water,huomio_vetta.ogg
reversed,-1,900,RANGE,EXTENDED,RBR,Extended.ini,1,900,900.ogg
reversed,-1,250,RANGE,EXTENDED,RBR,Extended.ini,1,250,250_1.ogg
reversed,-1,300,RANGE,EXTENDED,RBR,Extended.ini,1,300,300_1.ogg
reversed,-1,1000,RANGE,EXTENDED,RBR,Extended.ini,1,1000,1000.ogg
reversed,0,one_left,PACENOTE,CORNERS,RBR,Numeric.ini,2,Left HP,vasen_tiukka1.ogg
reversed,0,one_left,PACENOTE,CORNERS,RBR,Numeric.ini,2,Left HP,vasen_tiukka2.ogg
reversed,1,square_left,PACENOTE,CORNERS,RBR,Numeric.ini,2,Left 2,vasen_kaks1.ogg
reversed,1,square_left,PACENOTE,CORNERS,RBR,Numeric.ini,2,Left 2,vasen_kaks2.ogg
reversed,2,three_left,PACENOTE,CORNERS,RBR,Numeric.ini,2,Left 3,vasen_kolme1.ogg
reversed,2,three_left,PACENOTE,CORNERS,RBR,Numeric.ini,2,Left 3,vasen_kolme2.ogg
reversed,3,four_left,PACENOTE,CORNERS,RBR,Numeric.ini,2,Left 4,vasen_nelja1.ogg
reversed,3,four_left,PACENOTE,CORNERS,RBR,Numeric.ini,2,Left 4,vasen_nelja2.ogg
reversed,4,five_left,PACENOTE,CORNERS,RBR,Numeric.ini,2,Left 5,vasen_viis1.ogg
reversed,4,five_left,PACENOTE,CORNERS,RBR,Numeric.ini,2,Left 5,vasen_viis2.ogg
reversed,5,six_left,PACENOTE,CORNERS,RBR,Numeric.ini,3,Left 6,vasen_kuus1.ogg
reversed,5,six_left,PACENOTE,CORNERS,RBR,Numeric.ini,3,Left 6,vasen_kuus2.ogg
reversed,5,six_left,PACENOTE,CORNERS,RBR,Numeric.ini,3,Left 6,vasen_kuus3.ogg
reversed,6,six_right,PACENOTE,CORNERS,RBR,Numeric.ini,2,Right 6,oikee_kuus1.ogg
reversed,6,six_right,PACENOTE,CORNERS,RBR,Numeric.ini,2,Right 6,oikee_kuus2.ogg
reversed,7,five_right,PACENOTE,CORNERS,RBR,Numeric.ini,2,Right 5,oikee_viis1.ogg
reversed,7,five_right,PACENOTE,CORNERS,RBR,Numeric.ini,2,Right 5,oikee_viis2.ogg
reversed,8,four_right,PACENOTE,CORNERS,RBR,Numeric.ini,2,Right 4,oikee_nelja1.ogg
reversed,8,four_right,PACENOTE,CORNERS,RBR,Numeric.ini,2,Right 4,oikee_nelja2.ogg
reversed,9,three_right,PACENOTE,CORNERS,RBR,Numeric.ini,2,Right 3,oikee_kolme1.ogg
reversed,9,three_right,PACENOTE,CORNERS,RBR,Numeric.ini,2,Right 3,oikee_kolme2.ogg
reversed,10,square_right,PACENOTE,CORNERS,RBR,Numeric.ini,2,Right 2,oikee_kaks1.ogg
reversed,10,square_right,PACENOTE,CORNERS,RBR,Numeric.ini,2,Right 2,oikee_kaks2.ogg
reversed,11,one_right,PACENOTE,CORNERS,RBR,Numeric.ini,2,Right HP,oikee_tiukka1.ogg
reversed,11,one_right,PACENOTE,CORNERS,RBR,Numeric.ini,2,Right HP,oikee_tiukka2.ogg
reversed,12,twisty,PACENOTE,LINE,RBR,Extended.ini,1,Twisty,suoraksi.ogg
reversed,14,narrows,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,Narrows,sumppu.ogg
reversed,15,wideout,PACENOTE,ADDITIONAL,RBR,Extended.ini,1,Widens,levenee.ogg
